id,title,seo_title,seo_description
gid://shopify/Product/8102348193861,3 CUT 9/0 PERIDOT TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Peridot Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102350028869,3 CUT 9/0 FOREST GREEN TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Forest Green Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102350913605,3 CUT 9/0 LIGHT AQUA TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Light Aqua Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102351831109,3 CUT 9/0 AQUAMARINE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Aquamarine Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102353109061,3 CUT 9/0 DARK AQUA TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Dark Aqua Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102353993797,3 CUT 9/0 LIGHT BLUE ZIRCON TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Light Blue Zircon Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102354944069,3 CUT 9/0 BLUE ZIRCON TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Blue Zircon Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8102355796037,3 CUT 9/0 CRYSTAL TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Crystal Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108505628741,3 CUT 9/0 CITRINE TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Citrine Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108507332677,3 CUT 9/0 MANGO TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Mango Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108510281797,3 CUT 9/0 HYACINTH TRANSPARENT SILVER LINED  PRECIOSA ORNELA BEADS,3 Cut 9/0 Hyacinth Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108516835397,3 CUT 9/0 LIGHT SIAM RUBY TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Light Siam Ruby Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108520472645,3 CUT 9/0 SIAM RUBY TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Siam Ruby Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108553470021,3 CUT 9/0 GARNET TRANSPARENT SILVER LINED PRECIOSA ORNELA BEADS,3 Cut 9/0 Garnet Transparent Silver Lined Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8108561039429,3 CUT 9/0 SILVER METALLIC PRECIOSA ORNELA BEADS,3 Cut 9/0 Silver Metallic Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8113429676101,Vintage Western German Plexy Faceted Beads - OLIVINE AB,Vintage Western German Plexy Faceted Beads - OLIVINE AB,Vintage Western German Plexy Faceted Beads in stunning Olivine AB — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8115429113925,Vintage Western German Plexy Faceted Beads - FUCHSIA AB,Vintage Western German Plexy Faceted Beads - FUCHSIA AB,Vintage Western German Plexy Faceted Beads in stunning FUCHSIA AB — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8115434520645,CZECH RHINESTONE RONDELLES - CRYSTAL/SILVER,Czech Rhinestone Rondelles - Crystal/Silver,Czech Rhinestone Rondelles in stunning CRYSTAL/SILVER Premium quality Czech rhinestone rondelles featuring a sparkly brilliant Czech Machine Cut Crystal
gid://shopify/Product/8121788203077,Vintage Western German Plexy Faceted Beads - PLUM AB,Vintage Western German Plexy Faceted Beads - PLUM AB,Vintage Western German Plexy Faceted Beads in stunning PLUM AB — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8121793871941,Vintage Western German Plexy Faceted Beads - ROYAL BLUE AB,Vintage Western German Plexy Faceted Beads - ROYAL BLUE AB,Vintage Western German Plexy Faceted Beads in stunning Royal Blue AB — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8121810092101,Vintage Western German Plexy Faceted Beads - SMOKE TOPAZ AB,Vintage Western German Plexy Faceted Beads - SMOKE TOPAZ AB,Vintage Western German Plexy Faceted Beads in stunning Smoke Topaz AB — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8121821397061,Vintage Western German Plexy Beads - IVORY POWDERED WITH GOLD RUFFLE,Vintage Western German Plexy Beads - IVORY POWDERED WITH GOLD RUFFLE,Vintage Western German Plexy Beads in stunning Ivory Powdered With Gold Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122127974469,Vintage Western German Plexy Beads - LIGHT BLUE POWDERED  WITH GOLD RUFFLE,Vintage Western German Plexy Beads - LIGHT BLUE POWDERED WITH GOLD RUFFLE,Vintage Western German Plexy Beads in stunning Light Blue Powdered With Gold Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122133413957,Vintage Western German Plexy Beads - LIGHT GREEN WITH GOLD RUFFLE,Vintage Western German Plexy Beads - LIGHT GREEN WITH GOLD RUFFLE,Vintage Western German Plexy Beads in stunning Light Green With Gold Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122140098629,Vintage Western German Plexy Beads - PINK WITH GOLD RUFFLE,Vintage Western German Plexy Beads - PINK WITH GOLD RUFFLE,Vintage Western German Plexy Beads in stunning Pink With Gold Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122151567429,Vintage Western German Plexy Beads - SOFT BLACK RUFFLE,Vintage Western German Plexy Beads - SOFT BLACK RUFFLE,Vintage Western German Plexy Beads in stunning Soft Black Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122156187717,Vintage Western German Plexy Beads - SOFT GOLD RUFFLE,Vintage Western German Plexy Beads - SOFT GOLD RUFFLE,Vintage Western German Plexy Beads in stunning Soft Gold Ruffle — a classic choice for jewelry makers and beading enthusiasts.
gid://shopify/Product/8122232897605,CZECH RHINESTONE RONDELLES - CRYSTAL/GOLD,Czech Rhinestone Rondelles - Crystal/Gold,Czech Rhinestone Rondelles in stunning CRYSTAL/GOLD Premium quality Czech rhinestone rondelles featuring a sparkly brilliant Czech Machine Cut Crystal Quality
gid://shopify/Product/8122254819397,CZECH RHINESTONE RONDELLES - CRYSTAL AB / SILVER,Czech Rhinestone Rondelles - Crystal AB / Silver,Czech Rhinestone Rondelles in stunning CRYSTAL AB / SILVER Premium quality Czech rhinestone rondelles featuring a sparkly brilliant Czech Machine Cut Crystal
gid://shopify/Product/8122283688005,CZECH RHINESTONE RONDELLES - CRYSTAL AB / GOLD,Czech Rhinestone Rondelles - Crystal AB / Gold,Czech Rhinestone Rondelles in stunning CRYSTAL AB / GOLD Premium quality Czech rhinestone rondelles featuring a sparkly brilliant Czech Machine Cut Crystal
gid://shopify/Product/8123418280005,VINTAGE PRECIOSA CRYSTAL 64 FACETED ROUND BEADS - CRYSTAL AB,Vintage Preciosa Crystal 64 Faceted Round Beads - Crystal AB,Vintage Preciosa Crystal 64 Faceted Round Beads Vintage Genuine Czech Crystal in stunning CRYSTAL AB — a classic choice for jewelry makers and beading
gid://shopify/Product/8123634384965,VINTAGE PRECIOSA CRYSTAL 64 FACETED ROUND BEADS - CRYSTAL,Vintage Preciosa Crystal 64 Faceted Round Beads - Crystal,Vintage Preciosa Crystal 64 Faceted Round Beads Vintage Genuine Czech Crystal in stunning CRYSTAL — a classic choice for jewelry makers and beading
gid://shopify/Product/8123648737349,VINTAGE PRECIOSA CRYSTAL 16 FACETED BICONE BEADS - CRYSTAL,Vintage Preciosa Crystal 16 Faceted Bicone Beads - Crystal,Vintage Preciosa Crystal 16 Faceted Bicone Beads Vintage Genuine Czech Crystal in stunning CRYSTAL — a classic choice for jewelry makers and beading
gid://shopify/Product/8123662008389,VINTAGE PRECIOSA CRYSTAL 16 FACETED BICONE BEADS - CRYSTAL AB,Vintage Preciosa Crystal 16 Faceted Bicone Beads - Crystal AB,Vintage Preciosa Crystal 16 Faceted Bicone Beads Vintage Genuine Czech Crystal in stunning CRYSTAL AB — a classic choice for jewelry makers and beading
gid://shopify/Product/8129297580101,CZECH RHINESTONE SQUAREDELLES - CRYSTAL/SILVER,Czech Rhinestone Squaredelles - Crystal/Silver,Czech Rhinestone Squaredelles in stunning CRYSTAL/SILVER Premium quality Czech rhinestone squaredelles featuring a sparkly brilliant Czech Machine Cut Crystal
gid://shopify/Product/8129308229701,CZECH RHINESTONE SQUAREDELLES - CRYSTAL/GOLD,Czech Rhinestone Squaredelles - Crystal/Gold,Czech Rhinestone Squaredelles in stunning CRYSTAL/GOLD Premium quality Czech rhinestone squaredelles featuring a sparkly brilliant Czech Machine Cut Crystal
gid://shopify/Product/8129310818373,CZECH RHINESTONE SQUAREDELLES - CRYSTAL AB / SILVER,Czech Rhinestone Squaredelles - Crystal AB / Silver,Czech Rhinestone Squaredelles in stunning CRYSTAL AB / SILVER Premium quality Czech rhinestone squaredelles featuring a sparkly brilliant Czech Machine Cut
gid://shopify/Product/8129314947141,CZECH RHINESTONE SQUAREDELLES - CRYSTAL AB / GOLD,Czech Rhinestone Squaredelles - Crystal AB / Gold,Czech Rhinestone Squaredelles in stunning CRYSTAL AB / GOLD Premium quality Czech rhinestone squaredelles featuring a sparkly brilliant Czech Machine Cut
gid://shopify/Product/8129324056645,Chunky Rondelle Large Hole Lampwork Glass Beads - P12002,Chunky Rondelle Large Hole Lampwork Glass Beads - P12002,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129388150853,Chunky Rondelle Large Hole Lampwork Glass Beads - P12004,Chunky Rondelle Large Hole Lampwork Glass Beads - P12004,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129391296581,Chunky Rondelle Large Hole Lampwork Glass Beads - P12006,Chunky Rondelle Large Hole Lampwork Glass Beads - P12006,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129397030981,Chunky Rondelle Large Hole Lampwork Glass Beads - P12015,Chunky Rondelle Large Hole Lampwork Glass Beads - P12015,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129398571077,Chunky Rondelle Large Hole Lampwork Glass Beads - P12016,Chunky Rondelle Large Hole Lampwork Glass Beads - P12016,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129401356357,Chunky Rondelle Large Hole Lampwork Glass Beads - P12021,Chunky Rondelle Large Hole Lampwork Glass Beads - P12021,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129403093061,Chunky Rondelle Large Hole Lampwork Glass Beads - P12022,Chunky Rondelle Large Hole Lampwork Glass Beads - P12022,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129404600389,Chunky Rondelle Large Hole Lampwork Glass Beads - P12024,Chunky Rondelle Large Hole Lampwork Glass Beads - P12024,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129405354053,Chunky Rondelle Large Hole Lampwork Glass Beads - P12025,Chunky Rondelle Large Hole Lampwork Glass Beads - P12025,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129406599237,Chunky Rondelle Large Hole Lampwork Glass Beads - P12026,Chunky Rondelle Large Hole Lampwork Glass Beads - P12026,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129407549509,Chunky Rondelle Large Hole Lampwork Glass Beads - P12027,Chunky Rondelle Large Hole Lampwork Glass Beads - P12027,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129409417285,Chunky Rondelle Large Hole Lampwork Glass Beads - P12031,Chunky Rondelle Large Hole Lampwork Glass Beads - P12031,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129410203717,Chunky Rondelle Large Hole Lampwork Glass Beads - P12032,Chunky Rondelle Large Hole Lampwork Glass Beads - P12032,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129410826309,Chunky Rondelle Large Hole Lampwork Glass Beads - P12034,Chunky Rondelle Large Hole Lampwork Glass Beads - P12034,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129411350597,Chunky Rondelle Large Hole Lampwork Glass Beads - P12036,Chunky Rondelle Large Hole Lampwork Glass Beads - P12036,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129412235333,Chunky Rondelle Large Hole Lampwork Glass Beads - P12039,Chunky Rondelle Large Hole Lampwork Glass Beads - P12039,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129413185605,Chunky Rondelle Large Hole Lampwork Glass Beads - P12042,Chunky Rondelle Large Hole Lampwork Glass Beads - P12042,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129413939269,Chunky Rondelle Large Hole Lampwork Glass Beads - P12047,Chunky Rondelle Large Hole Lampwork Glass Beads - P12047,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129420165189,Chunky Rondelle Large Hole Lampwork Glass Beads - P12050,Chunky Rondelle Large Hole Lampwork Glass Beads - P12050,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129421279301,Chunky Rondelle Large Hole Lampwork Glass Beads - P12051,Chunky Rondelle Large Hole Lampwork Glass Beads - P12051,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129422295109,Chunky Rondelle Large Hole Lampwork Glass Beads - P12058,Chunky Rondelle Large Hole Lampwork Glass Beads - P12058,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129423343685,Chunky Rondelle Large Hole Lampwork Glass Beads - P12060,Chunky Rondelle Large Hole Lampwork Glass Beads - P12060,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129424162885,Chunky Rondelle Large Hole Lampwork Glass Beads - P12063,Chunky Rondelle Large Hole Lampwork Glass Beads - P12063,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129424785477,Chunky Rondelle Large Hole Lampwork Glass Beads - P12066,Chunky Rondelle Large Hole Lampwork Glass Beads - P12066,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129426882629,Chunky Rondelle Large Hole Lampwork Glass Beads - P12069,Chunky Rondelle Large Hole Lampwork Glass Beads - P12069,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129428095045,Chunky Rondelle Large Hole Lampwork Glass Beads - P12070,Chunky Rondelle Large Hole Lampwork Glass Beads - P12070,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129428881477,Chunky Rondelle Large Hole Lampwork Glass Beads - P12071,Chunky Rondelle Large Hole Lampwork Glass Beads - P12071,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129430159429,Chunky Rondelle Large Hole Lampwork Glass Beads - P12072,Chunky Rondelle Large Hole Lampwork Glass Beads - P12072,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129431732293,Chunky Rondelle Large Hole Lampwork Glass Beads - P12073,Chunky Rondelle Large Hole Lampwork Glass Beads - P12073,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129432387653,Chunky Rondelle Large Hole Lampwork Glass Beads - P12075,Chunky Rondelle Large Hole Lampwork Glass Beads - P12075,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129433239621,Chunky Rondelle Large Hole Lampwork Glass Beads - P12077,Chunky Rondelle Large Hole Lampwork Glass Beads - P12077,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129434124357,Chunky Rondelle Large Hole Lampwork Glass Beads - P12081,Chunky Rondelle Large Hole Lampwork Glass Beads - P12081,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129435172933,Chunky Rondelle Large Hole Lampwork Glass Beads - P12082,Chunky Rondelle Large Hole Lampwork Glass Beads - P12082,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129438613573,Chunky Rondelle Large Hole Lampwork Glass Beads - P12088,Chunky Rondelle Large Hole Lampwork Glass Beads - P12088,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129440776261,Chunky Rondelle Large Hole Lampwork Glass Beads - P12091,Chunky Rondelle Large Hole Lampwork Glass Beads - P12091,Large Hole Lampwork Glass Beads Elevate your jewelry designs with these stunning handcrafted lampwork.
gid://shopify/Product/8129446117445,Chunky Mix Multi-Shape Beads - PEACHTOPIA,Chunky Mix Multi-Shape Beads - PEACHTOPIA,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130464120901,Chunky Mix Multi-Shape Beads - CHROME,Chunky Mix Multi-Shape Beads - CHROME,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130465300549,Chunky Mix Multi-Shape Beads - PURPLE IRIS INSIDE / BLUE IRIS OUTSIDE,Chunky Mix Multi-Shape Beads - PURPLE IRIS INSIDE / BLUE IRIS OUTSIDE,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130466349125,Chunky Mix Multi-Shape Beads - CRYSTAL AB,Chunky Mix Multi-Shape Beads - CRYSTAL AB,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130467037253,Chunky Mix Multi-Shape Beads - MONTANA IRIS / PURPLE IRIS,Chunky Mix Multi-Shape Beads - MONTANA IRIS / PURPLE IRIS,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130467856453,Chunky Mix Multi-Shape Beads - CHROME INSIDE / AURUM OUTSIDE,Chunky Mix Multi-Shape Beads - CHROME INSIDE / AURUM OUTSIDE,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130469462085,Chunky Mix Multi-Shape Beads - RED IRIS BOTH SIDES,Chunky Mix Multi-Shape Beads - RED IRIS BOTH SIDES,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8130470346821,Chunky Mix Multi-Shape Beads - BLUE IRIS BOTH SIDES,Chunky Mix Multi-Shape Beads - BLUE IRIS BOTH SIDES,Chunky Mix Multi-Shape Beads These Chunky Glass Beads Elevate your jewelry designs.
gid://shopify/Product/8145776312389,3 CUT 9/0 SPHINX (HEMATITE) OPAQUE LUSTER METALLIC PRECIOSA ORNELA BEADS,3 Cut 9/0 Sphinx (Hematite) Opaque Luster Metallic Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145780015173,3 CUT 9/0 BROWN METALLIC IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Brown Metallic Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145780473925,3 CUT 9/0 BLUE METALLIC IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Blue Metallic Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145780932677,3 CUT 9/0 PURPLE METALLIC IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Purple Metallic Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145781162053,3 CUT 9/0 BRONZE METALLIC PRECIOSA ORNELA BEADS,3 Cut 9/0 Bronze Metallic Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145781456965,3 CUT 9/0 BRIGHT GOLD METALLIC IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Bright Gold Metallic Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145781915717,3 CUT 9/0 CRYSTAL TRANSPARENT PRECIOSA ORNELA BEADS,3 Cut 9/0 Crystal Transparent Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145782636613,3 CUT 9/0 DARK SAPPHIRE TRANSPARENT PRECIOSA ORNELA BEADS,3 Cut 9/0 Dark Sapphire Transparent Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145783029829,3 CUT 9/0 BROWN OPAQUE PRECIOSA ORNELA BEADS,3 Cut 9/0 Brown Opaque Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145783357509,3 CUT 9/0 JET BLACK OPAQUE PRECIOSA ORNELA BEADS,3 Cut 9/0 Jet Black Opaque Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145784275013,3 CUT 9/0 BLUE OPAQUE PRECIOSA ORNELA BEADS,3 Cut 9/0 Blue Opaque Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145784569925,3 CUT 9/0 TURQUOISE OPAQUE PRECIOSA ORNELA BEADS,3 Cut 9/0 Turquoise Opaque Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8145786044485,3 CUT 9/0 DARK RED OPAQUE PRECIOSA ORNELA BEADS,3 Cut 9/0 Dark Red Opaque Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8147962593349,3 CUT 9/0 LIGHT AMETHYST TRANSPARENT IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Light Amethyst Transparent Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8147977437253,3 CUT 9/0 AMETHYST TRANSPARENT IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Amethyst Transparent Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8148008894533,3 CUT 9/0 DARK SAPPHIRE TRANSPARENT IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Dark Sapphire Transparent Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8148012859461,3 CUT 9/0 SMOKE GREY TRANSPARENT IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Smoke Grey Transparent Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
gid://shopify/Product/8148016824389,3 CUT 9/0 PERIDOT TRANSPARENT IRIS PRECIOSA ORNELA BEADS,3 Cut 9/0 Peridot Transparent Iris Preciosa Ornela Beads,"Preciosa Ornela Three-Cuts Made In The Czech Republic Premium Czech glass beads crafted by Preciosa Ornela, a leader in quality glass bead manufacturing."
